Date,AGRO3.SA,B3SA3.SA,COCA34.SA,CPLE6.SA,CYRE3.SA,TAEE11.SA,VALE3.SA
2017-01-02,10.949999809265137,5.426665782928467,22.503332138061523,2.7200000286102295,10.279999732971191,21.399999618530273,25.059999465942383
2017-01-03,10.949999809265137,5.650000095367432,22.503332138061523,2.9230000972747803,11.149999618530273,21.440000534057617,26.170000076293945
2017-01-04,10.949999809265137,5.75666618347168,22.415000915527344,2.8940000534057617,11.5600004196167,21.25,25.700000762939453
2017-01-05,10.960000038146973,5.686666011810303,22.226665496826172,2.8540000915527344,11.40999984741211,21.350000381469727,26.68000030517578
2017-01-06,11.0,5.683332920074463,22.343332290649414,2.8959999084472656,11.34000015258789,21.170000076293945,25.969999313354492
2017-01-09,10.960000038146973,5.683332920074463,22.343332290649414,2.865000009536743,11.75,20.790000915527344,26.5
2017-01-10,10.970000267028809,5.789999961853027,22.343332290649414,2.869999885559082,11.579999923706055,21.3700008392334,28.540000915527344
2017-01-11,11.229999542236328,5.816666126251221,21.663333892822266,3.003000020980835,11.699999809265137,21.059999465942383,29.1299991607666
2017-01-12,11.329999923706055,5.96999979019165,21.698333740234375,3.1449999809265137,12.050000190734863,21.579999923706055,30.06999969482422
2017-01-13,11.289999961853027,5.960000038146973,21.698333740234375,3.128999948501587,12.109999656677246,21.940000534057617,30.979999542236328
2017-01-16,11.239999771118164,5.923333168029785,21.698333740234375,3.130000114440918,12.359999656677246,21.899999618530273,31.81999969482422
2017-01-17,11.25,5.960000038146973,22.116666793823242,3.177000045776367,12.800000190734863,21.950000762939453,30.56999969482422
2017-01-18,11.300000190734863,5.916666030883789,22.116666793823242,3.1489999294281006,12.109999656677246,22.100000381469727,32.11000061035156
2017-01-19,11.300000190734863,5.949999809265137,21.933332443237305,3.111999988555908,12.010000228881836,21.780000686645508,31.469999313354492
2017-01-20,11.479999542236328,6.073332786560059,21.933332443237305,3.1059999465942383,12.300000190734863,22.0,32.099998474121094
2017-01-23,11.5,6.179999828338623,21.933332443237305,3.178999900817871,12.5,21.700000762939453,33.310001373291016
2017-01-24,11.630000114440918,6.036665916442871,21.933332443237305,3.2130000591278076,12.449999809265137,21.760000228881836,34.130001068115234
2017-01-26,11.8100004196167,6.099999904632568,22.163333892822266,3.2249999046325684,12.550000190734863,21.850000381469727,33.599998474121094
2017-01-27,11.859999656677246,6.123332977294922,22.163333892822266,3.2330000400543213,12.760000228881836,22.010000228881836,33.70000076293945
2017-01-30,11.75,6.063333034515381,22.163333892822266,3.0969998836517334,12.510000228881836,21.649999618530273,32.25
2017-01-31,11.899999618530273,6.163332939147949,21.758333206176758,3.2149999141693115,12.949999809265137,21.459999084472656,32.18000030517578
2017-02-01,11.819999694824219,6.179999828338623,21.608333587646484,3.184999942779541,12.890000343322754,21.75,32.88999938964844
2017-02-02,11.75,6.183332920074463,21.608333587646484,3.249000072479248,12.880000114440918,21.93000030517578,32.65999984741211
2017-02-03,11.899999618530273,6.236666202545166,21.69333267211914,3.2750000953674316,13.359999656677246,21.969999313354492,30.610000610351562
2017-02-06,11.899999618530273,6.21999979019165,21.69333267211914,3.2239999771118164,13.449999809265137,21.690000534057617,29.920000076293945
2017-02-07,11.460000038146973,6.25333309173584,21.65166664123535,3.2639999389648438,13.649999618530273,21.549999237060547,30.239999771118164
2017-02-08,11.75,6.28000020980835,21.65166664123535,3.2850000858306885,13.949999809265137,21.280000686645508,30.59000015258789
2017-02-09,11.800000190734863,6.260000228881836,21.43666648864746,3.243000030517578,14.039999961853027,21.31999969482422,31.079999923706055
2017-02-10,11.6899995803833,6.266665935516357,21.29166603088379,3.256999969482422,14.140000343322754,21.299999237060547,32.79999923706055
2017-02-13,11.729999542236328,6.300000190734863,21.29166603088379,3.3269999027252197,13.859999656677246,21.860000610351562,35.810001373291016
2017-02-14,11.720000267028809,6.269999980926514,20.841665267944336,3.234999895095825,13.670000076293945,21.450000762939453,34.400001525878906
