Date,AGRO3.SA,B3SA3.SA,COCA34.SA,CPLE6.SA,CYRE3.SA,TAEE11.SA,VALE3.SA
2012-01-02,9.739999771118164,3.25,10.929165840148926,3.8299999237060547,15.390000343322754,12.399999618530273,40.900001525878906
2012-01-03,9.5,3.3066658973693848,10.816665649414062,3.734999895095825,16.149999618530273,12.566665649414062,42.720001220703125
2012-01-04,9.5,3.366666078567505,10.816665649414062,3.7679998874664307,15.989999771118164,12.566665649414062,43.0099983215332
2012-01-05,9.75,3.3299999237060547,10.816665649414062,3.7799999713897705,15.600000381469727,12.566665649414062,41.86000061035156
2012-01-06,9.449999809265137,3.380000114440918,10.816665649414062,3.819999933242798,15.479999542236328,12.566665649414062,41.5
2012-01-09,9.550000190734863,3.433332920074463,10.733332633972168,3.799999952316284,15.729999542236328,12.816665649414062,41.45000076293945
2012-01-10,9.329999923706055,3.50333309173584,10.733332633972168,3.799999952316284,15.640000343322754,12.816665649414062,41.400001525878906
2012-01-11,9.470000267028809,3.4700000286102295,10.733332633972168,3.7960000038146973,15.65999984741211,12.816665649414062,41.709999084472656
2012-01-12,9.479999542236328,3.4033329486846924,10.733332633972168,3.760999917984009,15.949999809265137,12.816665649414062,41.290000915527344
2012-01-13,9.5600004196167,3.369999885559082,10.733332633972168,3.7339999675750732,15.149999618530273,12.816665649414062,40.45000076293945
2012-01-16,9.75,3.369999885559082,10.733332633972168,3.7899999618530273,15.25,12.816665649414062,40.709999084472656
2012-01-17,9.699999809265137,3.369999885559082,10.733332633972168,3.7899999618530273,15.25,13.039999961853027,40.709999084472656
2012-01-18,9.699999809265137,3.4666659832000732,10.733332633972168,3.7300000190734863,15.069999694824219,13.083333015441895,43.099998474121094
2012-01-19,9.699999809265137,3.450000047683716,10.733332633972168,3.755000114440918,15.609999656677246,13.083333015441895,42.97999954223633
2012-01-20,9.75,3.4666659832000732,10.733332633972168,3.809999942779541,16.239999771118164,13.083333015441895,42.91999816894531
2012-01-23,9.739999771118164,3.4733328819274902,10.733332633972168,3.765000104904175,16.200000762939453,13.083333015441895,42.61000061035156
2012-01-24,9.699999809265137,3.4700000286102295,10.733332633972168,3.7750000953674316,15.899999618530273,13.166666030883789,43.0099983215332
2012-01-26,9.699999809265137,3.563333034515381,10.733332633972168,3.8320000171661377,16.559999465942383,13.233332633972168,42.790000915527344
2012-01-27,9.699999809265137,3.630000114440918,10.733332633972168,3.880000114440918,16.809999465942383,13.333333015441895,43.040000915527344
2012-01-30,9.699999809265137,3.6600000858306885,10.733332633972168,4.0,16.690000534057617,13.666666030883789,43.4900016784668
2012-01-31,10.199999809265137,3.663332939147949,10.733332633972168,4.054999828338623,16.18000030517578,13.966666221618652,44.70000076293945
2012-02-01,10.449999809265137,3.846666097640991,10.733332633972168,4.0,16.989999771118164,14.026665687561035,45.599998474121094
2012-02-02,10.390000343322754,3.8933329582214355,10.733332633972168,3.9820001125335693,17.1299991607666,14.00666618347168,45.56999969482422
2012-02-03,10.25,3.9466660022735596,10.733332633972168,4.0,17.56999969482422,14.166666030883789,45.869998931884766
2012-02-06,10.350000381469727,3.9466660022735596,10.733332633972168,4.008999824523926,17.65999984741211,14.166666030883789,45.849998474121094
2012-02-07,10.199999809265137,3.9700000286102295,10.733332633972168,4.070000171661377,17.799999237060547,14.166666030883789,45.84000015258789
2012-02-08,10.25,4.026666164398193,10.733332633972168,4.074999809265137,17.8799991607666,14.233332633972168,45.52000045776367
2012-02-09,10.199999809265137,3.9633328914642334,9.916666030883789,4.099999904632568,17.260000228881836,14.233332633972168,45.099998474121094
2012-02-10,10.199999809265137,3.866666078567505,9.916666030883789,4.099999904632568,16.739999771118164,14.233332633972168,44.33000183105469
