Date,Close
2012-06-15,56105.0
2012-06-18,56195.0
2012-06-19,57195.0
2012-06-20,57167.0
2012-06-21,55505.0
2012-06-22,55440.0
2012-06-25,53805.0
2012-06-26,53837.0
2012-06-27,53109.0
2012-06-28,52652.0
2012-06-29,54355.0
2012-07-02,54693.0
2012-07-03,55780.0
2012-07-04,56077.0
2012-07-05,56379.0
2012-07-06,55394.0
2012-07-10,53706.0
2012-07-11,53569.0
2012-07-12,53421.0
2012-07-13,54331.0
2012-07-16,53402.0
2012-07-17,53909.0
2012-07-18,54583.0
2012-07-19,55347.0
2012-07-20,54195.0
2012-07-23,53034.0
2012-07-24,52639.0
2012-07-25,52608.0
2012-07-26,54003.0
2012-07-27,56553.0
2012-07-30,57241.0
2012-07-31,56097.0
2012-08-01,55623.0
2012-08-02,55520.0
2012-08-03,57255.0
2012-08-06,58345.0
2012-08-07,57726.0
2012-08-08,58951.0
2012-08-09,58797.0
2012-08-10,59281.0
2012-08-13,59123.0
2012-08-14,58083.0
2012-08-15,58189.0
2012-08-16,59446.0
2012-08-17,59082.0
2012-08-20,59283.0
2012-08-21,58918.0
2012-08-22,59381.0
2012-08-23,58512.0
2012-08-24,58426.0
2012-08-27,58111.0
2012-08-28,58406.0
2012-08-29,57369.0
2012-08-30,57256.0
2012-08-31,57061.0
2012-09-03,57281.0
2012-09-04,56234.0
2012-09-05,56864.0
2012-09-06,58321.0
2012-09-10,58404.0
2012-09-11,59423.0
2012-09-12,59922.0
2012-09-13,61958.0
2012-09-14,62105.0
2012-09-17,61806.0
2012-09-18,61804.0
2012-09-19,61652.0
2012-09-20,61688.0
2012-09-21,61320.0
2012-09-24,61910.0
2012-09-25,60501.0
2012-09-26,60478.0
2012-09-27,60240.0
2012-09-28,59176.0
2012-10-01,59571.0
2012-10-02,59222.0
2012-10-03,58627.0
2012-10-04,58458.0
2012-10-05,58572.0
2012-10-08,59317.0
2012-10-09,58939.0
2012-10-10,58456.0
2012-10-11,59162.0
2012-10-15,59602.0
2012-10-16,59744.0
2012-10-17,60087.0
2012-10-18,59734.0
2012-10-19,58922.0
2012-10-22,58700.0
2012-10-23,57690.0
2012-10-24,57161.0
2012-10-25,57837.0
2012-10-26,57277.0
2012-10-29,57177.0
2012-10-30,57684.0
2012-10-31,57068.0
2012-11-01,58383.0
2012-11-05,58210.0
2012-11-06,59459.0
2012-11-07,58517.0
2012-11-08,57524.0
2012-11-09,57358.0
2012-11-12,57064.0
2012-11-13,57486.0
2012-11-14,56279.0
2012-11-16,55402.0
2012-11-19,56451.0
2012-11-21,56242.0
2012-11-22,56437.0
2012-11-23,57574.0
2012-11-26,56737.0
2012-11-27,56248.0
2012-11-28,56539.0
2012-11-29,57853.0
2012-11-30,57475.0
2012-12-03,58202.0
2012-12-04,57563.0
2012-12-05,57679.0
2012-12-06,57656.0
2012-12-07,58487.0
2012-12-10,59248.0
2012-12-11,59623.0
2012-12-12,59474.0
2012-12-13,59317.0
2012-12-14,59605.0
2012-12-17,59567.0
2012-12-18,60461.0
2012-12-19,60998.0
2012-12-20,61276.0
2012-12-21,61007.0
2012-12-26,60960.0
2012-12-27,60416.0
2012-12-28,60952.0
2013-01-02,62550.0
2013-01-03,63312.0
2013-01-04,62523.0
2013-01-07,61933.0
2013-01-08,61128.0
2013-01-09,61579.0
2013-01-10,61678.0
2013-01-11,61497.0
2013-01-14,62081.0
2013-01-15,61728.0
2013-01-16,61787.0
2013-01-17,62194.0
2013-01-18,61956.0
2013-01-21,61900.0
2013-01-22,61692.0
2013-01-23,61966.0
2013-01-24,61170.0
2013-01-28,60027.0
2013-01-29,60406.0
2013-01-30,59337.0
2013-01-31,59761.0
2013-02-01,60351.0
2013-02-04,59576.0
2013-02-05,59445.0
2013-02-06,58951.0
2013-02-07,58372.0
2013-02-08,58498.0
2013-02-13,58406.0
2013-02-14,58077.0
2013-02-15,57903.0
2013-02-18,57614.0
2013-02-19,57314.0
2013-02-20,56178.0
2013-02-21,56155.0
2013-02-22,56697.0
2013-02-25,56618.0
2013-02-26,56949.0
2013-02-27,57274.0
2013-02-28,57424.0
2013-03-01,56884.0
2013-03-04,56499.0
2013-03-05,55951.0
2013-03-06,57940.0
2013-03-07,58847.0
2013-03-08,58433.0
2013-03-11,58545.0
2013-03-12,58209.0
2013-03-13,57386.0
2013-03-14,57281.0
2013-03-15,56869.0
2013-03-18,56973.0
2013-03-19,56361.0
2013-03-20,56030.0
2013-03-21,55577.0
2013-03-22,55243.0
2013-03-25,54873.0
2013-03-26,55671.0
2013-03-27,56034.0
2013-03-28,56352.0
2013-04-01,55902.0
2013-04-02,54889.0
2013-04-03,55563.0
2013-04-04,54648.0
2013-04-05,55051.0
2013-04-08,55092.0
2013-04-09,55912.0
2013-04-10,56187.0
2013-04-11,55401.0
2013-04-12,54963.0
2013-04-15,52950.0
2013-04-16,53991.0
2013-04-17,52882.0
2013-04-18,53166.0
2013-04-19,53929.0
2013-04-22,54298.0
2013-04-23,54885.0
2013-04-24,54984.0
2013-04-25,54963.0
2013-04-26,54252.0
2013-04-29,54887.0
2013-04-30,55910.0
2013-05-02,55322.0
2013-05-03,55488.0
2013-05-06,55430.0
2013-05-07,56275.0
2013-05-08,55805.0
2013-05-09,55448.0
2013-05-10,55108.0
2013-05-13,54448.0
2013-05-14,54667.0
2013-05-15,54936.0
2013-05-16,54773.0
2013-05-17,55164.0
2013-05-20,55701.0
2013-05-21,56265.0
2013-05-22,56429.0
2013-05-23,56350.0
2013-05-24,56406.0
2013-05-27,56396.0
2013-05-28,56036.0
2013-05-29,54635.0
2013-05-31,53506.0
2013-06-03,53944.0
2013-06-04,54018.0
2013-06-05,52799.0
2013-06-06,52885.0
2013-06-07,51619.0
2013-06-10,51317.0
2013-06-11,49770.0
2013-06-12,49181.0
2013-06-13,50415.0
2013-06-14,49332.0
2013-06-17,49089.0
2013-06-18,49465.0
2013-06-19,47893.0
2013-06-20,48214.0
2013-06-21,47056.0
2013-06-24,45965.0
2013-06-25,46893.0
2013-06-26,47172.0
2013-06-27,47609.0
2013-06-28,47457.0
2013-07-01,47230.0
2013-07-02,45229.0
2013-07-03,45044.0
2013-07-04,45763.0
2013-07-05,45210.0
2013-07-08,45076.0
2013-07-10,45483.0
2013-07-11,46626.0
2013-07-12,45533.0
2013-07-15,46739.0
2013-07-16,46869.0
2013-07-17,47407.0
2013-07-18,47657.0
2013-07-19,47400.0
2013-07-22,48574.0
2013-07-23,48820.0
2013-07-24,48374.0
2013-07-25,49067.0
2013-07-26,49422.0
2013-07-29,49212.0
2013-07-30,48562.0
2013-07-31,48234.0
2013-08-01,49141.0
2013-08-02,48474.0
2013-08-05,48436.0
2013-08-06,47422.0
2013-08-07,47447.0
2013-08-08,48929.0
2013-08-09,49875.0
2013-08-12,50299.0
2013-08-13,50601.0
2013-08-14,50896.0
2013-08-15,50908.0
2013-08-16,51539.0
2013-08-19,51574.0
2013-08-20,50507.0
2013-08-21,50405.0
2013-08-22,51398.0
2013-08-23,52197.0
2013-08-26,51429.0
2013-08-27,50092.0
2013-08-28,49867.0
2013-08-29,49922.0
2013-08-30,50008.0
2013-09-02,51835.0
2013-09-03,51626.0
2013-09-04,51716.0
2013-09-05,52352.0
2013-09-06,53749.0
2013-09-09,54252.0
2013-09-10,53979.0
2013-09-11,53570.0
2013-09-12,53307.0
2013-09-13,53798.0
2013-09-16,53822.0
2013-09-17,54271.0
2013-09-18,55703.0
2013-09-19,55096.0
2013-09-20,54110.0
2013-09-23,54602.0
2013-09-24,54431.0
2013-09-25,54261.0
2013-09-26,53783.0
2013-09-27,53739.0
2013-09-30,52338.0
2013-10-01,53179.0
2013-10-02,53100.0
2013-10-03,52490.0
2013-10-04,52849.0
2013-10-07,52417.0
2013-10-08,52312.0
2013-10-09,52548.0
2013-10-10,52997.0
2013-10-11,53150.0
2013-10-14,54171.0
2013-10-15,54981.0
2013-10-16,55973.0
2013-10-17,55358.0
2013-10-18,55378.0
2013-10-21,56077.0
2013-10-22,56460.0
2013-10-23,55440.0
2013-10-24,54877.0
2013-10-25,54154.0
2013-10-28,55073.0
2013-10-29,54539.0
2013-10-30,54173.0
2013-10-31,54256.0
2013-11-01,54013.0
2013-11-04,54437.0
2013-11-05,53832.0
2013-11-06,53385.0
2013-11-07,52741.0
2013-11-08,52249.0
2013-11-11,52624.0
2013-11-12,51804.0
2013-11-13,52230.0
2013-11-14,53452.0
2013-11-18,54307.0
2013-11-19,53033.0
2013-11-21,52688.0
2013-11-22,52801.0
2013-11-25,52264.0
2013-11-26,51447.0
2013-11-27,51861.0
2013-11-28,51847.0
2013-11-29,52482.0
2013-12-02,51245.0
2013-12-03,50349.0
2013-12-04,50216.0
2013-12-05,50788.0
2013-12-06,50944.0
2013-12-09,51165.0
2013-12-10,50993.0
2013-12-11,50068.0
2013-12-12,50122.0
2013-12-13,50051.0
2013-12-16,50280.0
2013-12-17,50090.0
2013-12-18,50563.0
2013-12-19,50819.0
2013-12-20,51186.0
2013-12-23,51356.0
2013-12-26,51221.0
2013-12-27,51267.0
2013-12-30,51507.0
2014-01-02,50341.0
2014-01-03,50981.0
2014-01-06,50974.0
2014-01-07,50430.0
2014-01-08,50577.0
2014-01-09,49322.0
2014-01-10,49696.0
2014-01-13,49427.0
2014-01-14,49703.0
2014-01-15,50105.0
2014-01-16,49696.0
2014-01-17,49182.0
2014-01-20,48708.0
2014-01-21,48542.0
2014-01-22,49300.0
2014-01-23,48321.0
2014-01-24,47787.0
2014-01-27,47701.0
2014-01-28,47841.0
2014-01-29,47557.0
2014-01-30,47244.0
2014-01-31,47639.0
2014-02-03,46148.0
2014-02-04,46964.0
2014-02-05,46624.0
2014-02-06,47738.0
2014-02-07,48074.0
2014-02-10,47711.0
2014-02-11,48463.0
2014-02-12,48217.0
2014-02-13,47813.0
2014-02-14,48201.0
2014-02-17,47576.0
2014-02-18,46600.0
2014-02-19,47151.0
2014-02-20,47289.0
2014-02-21,47380.0
2014-02-24,47393.0
2014-02-25,46716.0
2014-02-26,46599.0
2014-02-27,47607.0
2014-02-28,47094.0
2014-03-05,46589.0
2014-03-06,47093.0
2014-03-07,46244.0
2014-03-10,45533.0
2014-03-11,45698.0
2014-03-12,45862.0
2014-03-13,45444.0
2014-03-14,44966.0
2014-03-17,45118.0
2014-03-18,46150.0
2014-03-19,46567.0
2014-03-20,47278.0
2014-03-21,47381.0
2014-03-24,47993.0
2014-03-25,48180.0
2014-03-26,47966.0
2014-03-27,49647.0
2014-03-28,49768.0
2014-03-31,50415.0
2014-04-01,50270.0
2014-04-02,51701.0
2014-04-03,51408.0
2014-04-04,51082.0
2014-04-07,52155.0
2014-04-08,51629.0
2014-04-09,51185.0
2014-04-10,51127.0
2014-04-11,51867.0
2014-04-14,51596.0
2014-04-15,50454.0
2014-04-16,51201.0
2014-04-17,52112.0
2014-04-22,51977.0
2014-04-23,51570.0
2014-04-24,51817.0
2014-04-25,51399.0
2014-04-28,51384.0
2014-04-29,51839.0
2014-04-30,51626.0
2014-05-02,52980.0
2014-05-05,53446.0
2014-05-06,53780.0
2014-05-07,54053.0
2014-05-08,53422.0
2014-05-09,53100.0
2014-05-12,54053.0
2014-05-13,53907.0
2014-05-14,54413.0
2014-05-15,53856.0
2014-05-16,53976.0
2014-05-19,53353.0
2014-05-20,52366.0
2014-05-21,52203.0
2014-05-22,52806.0
2014-05-23,52626.0
2014-05-26,52932.0
2014-05-27,52172.0
2014-05-28,52640.0
2014-05-29,52239.0
2014-05-30,51239.0
2014-06-02,51606.0
2014-06-03,52032.0
2014-06-04,51833.0
2014-06-05,51559.0
2014-06-06,53129.0
2014-06-09,54273.0
2014-06-10,54604.0
2014-06-11,55102.0
2014-06-13,54807.0
2014-06-16,54630.0
2014-06-17,54300.0
2014-06-18,55203.0
2014-06-20,54638.0
2014-06-23,54210.0
2014-06-24,54281.0
2014-06-25,53426.0
2014-06-26,53506.0
2014-06-27,53157.0
2014-06-30,53168.0
2014-07-01,53171.0
2014-07-02,53029.0
2014-07-03,53875.0
2014-07-04,54055.0
2014-07-07,53802.0
2014-07-08,53635.0
2014-07-10,54593.0
2014-07-11,54786.0
2014-07-14,55744.0
2014-07-15,55974.0
2014-07-16,55717.0
2014-07-17,55638.0
2014-07-18,57013.0
2014-07-21,57634.0
2014-07-22,57983.0
2014-07-23,57420.0
2014-07-24,57978.0
2014-07-25,57821.0
2014-07-28,57696.0
2014-07-29,57119.0
2014-07-30,56878.0
2014-07-31,55829.0
2014-08-01,55903.0
2014-08-04,56616.0
2014-08-05,56202.0
2014-08-06,56487.0
2014-08-07,56188.0
2014-08-08,55573.0
2014-08-11,56613.0
2014-08-12,56442.0
2014-08-13,55581.0
2014-08-14,55780.0
2014-08-15,56964.0
2014-08-18,57561.0
2014-08-19,58449.0
2014-08-20,58878.0
2014-08-21,58992.0
2014-08-22,58407.0
2014-08-25,59735.0
2014-08-26,59821.0
2014-08-27,60951.0
2014-08-28,60291.0
2014-08-29,61288.0
2014-09-01,61141.0
2014-09-02,61896.0
2014-09-03,61837.0
2014-09-04,60800.0
2014-09-05,60681.0
2014-09-08,59193.0
2014-09-09,58676.0
2014-09-10,58199.0
2014-09-11,58337.0
2014-09-12,56928.0
2014-09-15,57949.0
2014-09-16,59115.0
2014-09-17,59108.0
2014-09-18,58374.0
2014-09-19,57789.0
2014-09-22,56818.0
2014-09-23,56541.0
2014-09-24,56824.0
2014-09-25,55962.0
2014-09-26,57212.0
2014-09-29,54625.0
2014-09-30,54116.0
2014-10-01,52858.0
2014-10-02,53519.0
2014-10-03,54540.0
2014-10-06,57116.0
2014-10-07,57436.0
2014-10-08,57058.0
2014-10-09,57268.0
2014-10-10,55312.0
2014-10-13,57957.0
2014-10-14,58015.0
2014-10-15,56135.0
2014-10-16,54298.0
2014-10-17,55724.0
2014-10-20,54303.0
2014-10-21,52432.0
2014-10-22,52411.0
2014-10-23,50713.0
2014-10-24,51941.0
2014-10-27,50504.0
2014-10-28,52330.0
2014-10-29,51049.0
2014-10-30,52337.0
2014-10-31,54629.0
2014-11-03,53947.0
2014-11-04,54384.0
2014-11-05,53698.0
2014-11-06,52637.0
2014-11-07,53223.0
2014-11-10,52725.0
2014-11-11,52474.0
2014-11-12,52979.0
2014-11-13,51846.0
2014-11-14,51772.0
2014-11-17,51257.0
2014-11-18,52062.0
2014-11-19,53403.0
2014-11-21,56084.0
2014-11-24,55407.0
2014-11-25,55561.0
2014-11-26,55098.0
2014-11-27,54721.0
2014-11-28,54664.0
2014-12-01,52276.0
2014-12-02,51612.0
2014-12-03,52320.0
2014-12-04,51427.0
2014-12-05,51992.0
2014-12-08,50274.0
2014-12-09,50193.0
2014-12-10,49548.0
2014-12-11,49861.0
2014-12-12,48002.0
2014-12-15,47019.0
2014-12-16,47008.0
2014-12-17,48714.0
2014-12-18,48496.0
2014-12-19,49651.0
2014-12-22,50121.0
2014-12-23,50890.0
2014-12-26,50145.0
2014-12-29,50594.0
2014-12-30,50007.0
2015-01-02,48512.0
2015-01-05,47517.0
2015-01-06,48001.0
2015-01-07,49463.0
2015-01-08,49943.0
2015-01-09,48840.0
2015-01-12,48140.0
2015-01-13,48042.0
2015-01-14,47646.0
2015-01-15,48026.0
2015-01-16,49017.0
2015-01-19,47758.0
2015-01-20,47877.0
2015-01-21,49224.0
2015-01-22,49443.0
2015-01-23,48775.0
2015-01-26,48577.0
2015-01-27,48591.0
2015-01-28,47695.0
2015-01-29,47762.0
2015-01-30,46908.0
2015-02-02,47651.0
2015-02-03,48964.0
2015-02-04,49301.0
2015-02-05,49234.0
2015-02-06,48792.0
2015-02-09,49383.0
2015-02-10,48510.0
2015-02-11,48240.0
2015-02-12,49533.0
2015-02-13,50636.0
2015-02-18,51280.0
2015-02-19,51294.0
2015-02-20,51238.0
2015-02-23,51281.0
2015-02-24,51874.0
2015-02-25,51811.0
2015-02-26,51761.0
2015-02-27,51583.0
2015-03-02,51021.0
2015-03-03,51304.0
2015-03-04,50468.0
2015-03-05,50365.0
2015-03-06,49981.0
2015-03-09,49181.0
2015-03-10,48293.0
2015-03-11,48906.0
2015-03-12,48880.0
2015-03-13,48596.0
2015-03-16,48848.0
2015-03-17,50285.0
2015-03-18,51526.0
2015-03-19,50954.0
2015-03-20,51967.0
2015-03-23,51908.0
2015-03-24,51506.0
2015-03-25,51858.0
2015-03-26,50580.0
2015-03-27,50095.0
2015-03-30,51243.0
2015-03-31,51150.0
2015-04-01,52322.0
2015-04-02,53123.0
2015-04-06,53737.0
2015-04-07,53729.0
2015-04-08,53661.0
2015-04-09,53803.0
2015-04-10,54214.0
2015-04-13,54240.0
2015-04-14,53982.0
2015-04-15,54919.0
2015-04-16,54674.0
2015-04-17,53955.0
2015-04-20,53761.0
2015-04-22,54617.0
2015-04-23,55685.0
2015-04-24,56594.0
2015-04-27,55535.0
2015-04-28,55812.0
2015-04-29,55325.0
2015-04-30,56229.0
2015-05-04,57354.0
2015-05-05,58052.0
2015-05-06,57103.0
2015-05-07,56921.0
2015-05-08,57149.0
2015-05-11,57197.0
2015-05-12,56792.0
2015-05-13,56372.0
2015-05-14,56657.0
2015-05-15,57249.0
2015-05-18,56204.0
2015-05-19,55499.0
2015-05-20,54901.0
2015-05-21,55112.0
2015-05-22,54377.0
2015-05-25,54609.0
2015-05-26,53630.0
2015-05-27,54236.0
2015-05-28,53976.0
2015-05-29,52760.0
2015-06-01,53031.0
2015-06-02,54236.0
2015-06-03,53523.0
2015-06-05,52973.0
2015-06-08,52810.0
2015-06-09,52816.0
2015-06-10,53876.0
2015-06-11,53689.0
2015-06-12,53348.0
2015-06-15,53138.0
2015-06-16,53702.0
2015-06-17,53249.0
2015-06-18,54239.0
2015-06-19,53749.0
2015-06-22,53864.0
2015-06-23,53772.0
2015-06-24,53843.0
2015-06-25,53176.0
2015-06-26,54017.0
2015-06-29,53014.0
2015-06-30,53081.0
2015-07-01,52758.0
2015-07-02,53106.0
2015-07-03,52519.0
2015-07-06,52149.0
2015-07-07,52344.0
2015-07-08,51782.0
2015-07-10,52591.0
2015-07-13,53119.0
2015-07-14,53239.0
2015-07-15,52902.0
2015-07-16,53070.0
2015-07-17,52342.0
2015-07-20,51600.0
2015-07-21,51474.0
2015-07-22,50916.0
2015-07-23,49807.0
2015-07-24,49246.0
2015-07-27,48736.0
2015-07-28,49602.0
2015-07-29,50245.0
2015-07-30,49897.0
2015-07-31,50865.0
2015-08-03,50138.0
2015-08-04,50058.0
2015-08-05,50287.0
2015-08-06,50011.0
2015-08-07,48577.0
2015-08-10,49353.0
2015-08-11,49072.0
2015-08-12,48388.0
2015-08-13,48010.0
2015-08-14,47508.0
2015-08-17,47217.0
2015-08-18,47451.0
2015-08-19,46588.0
2015-08-20,46649.0
2015-08-21,45720.0
2015-08-24,44336.0
2015-08-25,44545.0
2015-08-26,46038.0
2015-08-27,47715.0
2015-08-28,47154.0
2015-08-31,46626.0
2015-09-01,45477.0
2015-09-02,46464.0
2015-09-03,47366.0
2015-09-04,46498.0
2015-09-08,46762.0
2015-09-09,46657.0
2015-09-10,46504.0
2015-09-11,46401.0
2015-09-14,47282.0
2015-09-15,47364.0
2015-09-16,48553.0
2015-09-17,48551.0
2015-09-18,47264.0
2015-09-21,46590.0
2015-09-22,46265.0
2015-09-23,45340.0
2015-09-24,45292.0
2015-09-25,44831.0
2015-09-28,43957.0
2015-09-29,44132.0
2015-09-30,45059.0
2015-10-01,45313.0
2015-10-02,47033.0
2015-10-05,47598.0
2015-10-06,47735.0
2015-10-07,48914.0
2015-10-08,49107.0
2015-10-09,49338.0
2015-10-13,47363.0
2015-10-14,46710.0
2015-10-15,47161.0
2015-10-16,47236.0
2015-10-19,47447.0
2015-10-20,47077.0
2015-10-21,47026.0
2015-10-22,47772.0
2015-10-23,47597.0
2015-10-26,47209.0
2015-10-27,47043.0
2015-10-28,46741.0
2015-10-29,45628.0
2015-10-30,45869.0
2015-11-03,48054.0
2015-11-04,47710.0
2015-11-05,48047.0
2015-11-06,46919.0
2015-11-09,46195.0
2015-11-10,46179.0
2015-11-11,47065.0
2015-11-12,46884.0
2015-11-13,46517.0
2015-11-16,46847.0
2015-11-17,47248.0
2015-11-18,47436.0
2015-11-19,48139.0
2015-11-23,48150.0
2015-11-24,48284.0
2015-11-25,46867.0
2015-11-26,47146.0
2015-11-27,45873.0
2015-11-30,45120.0
2015-12-01,45047.0
2015-12-02,44915.0
2015-12-03,46393.0
2015-12-04,45361.0
2015-12-07,45223.0
2015-12-08,44443.0
2015-12-09,46108.0
2015-12-10,45631.0
2015-12-11,45263.0
2015-12-14,44747.0
2015-12-15,44872.0
2015-12-16,45016.0
2015-12-17,45261.0
2015-12-18,43911.0
2015-12-21,43200.0
2015-12-22,43470.0
2015-12-23,44015.0
2015-12-28,43764.0
2015-12-29,43654.0
2015-12-30,43350.0
2016-01-04,42141.0
2016-01-05,42419.0
2016-01-06,41773.0
2016-01-07,40695.0
2016-01-08,40612.0
2016-01-11,39950.0
2016-01-12,39514.0
2016-01-13,38944.0
2016-01-14,39500.0
2016-01-15,38569.0
2016-01-18,37937.0
2016-01-19,38057.0
2016-01-20,37645.0
2016-01-21,37717.0
2016-01-22,38031.0
2016-01-26,37497.0
2016-01-27,38376.0
2016-01-28,38630.0
2016-01-29,40406.0
2016-02-01,40570.0
2016-02-02,38596.0
2016-02-03,39589.0
2016-02-04,40822.0
2016-02-05,40592.0
2016-02-10,40377.0
2016-02-11,39318.0
2016-02-12,39808.0
2016-02-15,40093.0
2016-02-16,40948.0
2016-02-17,41631.0
2016-02-18,41478.0
2016-02-19,41543.0
2016-02-22,43235.0
2016-02-23,42521.0
2016-02-24,42085.0
2016-02-25,41888.0
2016-02-26,41593.0
2016-02-29,42794.0
2016-03-01,44122.0
2016-03-02,44893.0
2016-03-03,47193.0
2016-03-04,49085.0
2016-03-07,49246.0
2016-03-08,49102.0
2016-03-09,48665.0
2016-03-10,49571.0
2016-03-11,49639.0
2016-03-14,48867.0
2016-03-15,47130.0
2016-03-16,47763.0
2016-03-17,50914.0
2016-03-18,50815.0
2016-03-21,51172.0
2016-03-22,51010.0
2016-03-23,49690.0
2016-03-24,49657.0
2016-03-28,50838.0
2016-03-29,51155.0
2016-03-30,51249.0
2016-03-31,50055.0
2016-04-01,50562.0
2016-04-04,48780.0
2016-04-05,49054.0
2016-04-06,48096.0
2016-04-07,48513.0
2016-04-08,50293.0
2016-04-11,50165.0
2016-04-12,52002.0
2016-04-13,53150.0
2016-04-14,52411.0
2016-04-15,53228.0
2016-04-18,52894.0
2016-04-19,53710.0
2016-04-20,53631.0
2016-04-22,52908.0
2016-04-25,51862.0
2016-04-26,53083.0
2016-04-27,54478.0
2016-04-28,54312.0
2016-04-29,53911.0
2016-05-02,53562.0
2016-05-03,52260.0
2016-05-04,52553.0
2016-05-05,51671.0
2016-05-06,51718.0
2016-05-09,50990.0
2016-05-10,53071.0
2016-05-11,52764.0
2016-05-12,53241.0
2016-05-13,51804.0
2016-05-16,51803.0
2016-05-17,50839.0
2016-05-18,50562.0
2016-05-19,50133.0
2016-05-20,49723.0
2016-05-23,49330.0
2016-05-24,49345.0
2016-05-25,49483.0
2016-05-27,49051.0
2016-05-30,48964.0
2016-05-31,48472.0
2016-06-01,49013.0
2016-06-02,49887.0
2016-06-03,50619.0
2016-06-06,50432.0
2016-06-07,50488.0
2016-06-08,51629.0
2016-06-09,51118.0
2016-06-10,49422.0
2016-06-13,49661.0
2016-06-14,48648.0
2016-06-15,48915.0
2016-06-16,49412.0
2016-06-17,49534.0
2016-06-20,50329.0
2016-06-21,50838.0
2016-06-22,50156.0
2016-06-23,51560.0
2016-06-24,50105.0
2016-06-27,49246.0
2016-06-28,50007.0
2016-06-29,51002.0
2016-06-30,51527.0
2016-07-01,52233.0
2016-07-04,52569.0
2016-07-05,51842.0
2016-07-06,51902.0
2016-07-07,52015.0
2016-07-08,53141.0
2016-07-11,53960.0
2016-07-12,54256.0
2016-07-13,54598.0
2016-07-14,55481.0
2016-07-15,55578.0
2016-07-18,56484.0
2016-07-19,56698.0
2016-07-20,56578.0
2016-07-21,56641.0
2016-07-22,57002.0
2016-07-25,56873.0
2016-07-26,56783.0
2016-07-27,56853.0
2016-07-28,56667.0
2016-07-29,57308.0
2016-08-01,56756.0
2016-08-02,56162.0
2016-08-03,57077.0
2016-08-04,57594.0
2016-08-05,57661.0
2016-08-08,57635.0
2016-08-09,57689.0
2016-08-10,56920.0
2016-08-11,58300.0
2016-08-12,58298.0
2016-08-15,59146.0
2016-08-16,58855.0
2016-08-17,59324.0
2016-08-18,59166.0
2016-08-19,59099.0
2016-08-22,57781.0
2016-08-23,58020.0
2016-08-24,57718.0
2016-08-25,57722.0
2016-08-26,57716.0
2016-08-29,58610.0
2016-08-30,58575.0
2016-08-31,57901.0
2016-09-01,58236.0
2016-09-02,59616.0
2016-09-05,59566.0
2016-09-06,60129.0
2016-09-08,60232.0
2016-09-09,58000.0
2016-09-12,58586.0
2016-09-13,56821.0
2016-09-14,57059.0
2016-09-15,57909.0
2016-09-16,57080.0
2016-09-19,57350.0
